Locus	sgRNA	Beta	zscore	pvalue	FDR	wald_pvalue	wald_fdr	Cas_variant	FACS_protein	sgRNA_group
rs297	5	-0.030005	-0.39946	0.83018	0.98547	0.68956	0.96005	KRAB	SELE	CAD_loci
rs2246833	5	-0.024849	-0.25684	0.86329	0.98547	0.7973	0.96271	KRAB	SELE	CAD_loci
rs77371917	5	-0.031721	-0.38825	0.81835	0.98547	0.69783	0.96005	KRAB	SELE	CAD_loci
rs7224756	1	0.017598	0.12503	0.88269	0.98835	0.9005	0.98105	KRAB	SELE	CAD_loci
rs1727949	3	0.00037028	0.0031372	0.95885	0.99761	0.9975	0.99867	KRAB	SELE	CAD_loci
rs76191812	1	-0.32208	-1.5315	0.20009	0.98357	0.12564	0.85334	KRAB	SELE	CAD_loci
rs62062572	1	0.67314	1.0222	0.033586	0.86585	0.30669	0.89323	KRAB	SELE	CAD_loci
rs4243111	5	-0.10964	-0.89264	0.3685	0.98357	0.37205	0.91497	KRAB	SELE	CAD_loci
rs12416331	1	-0.13567	-1.0214	0.58089	0.98357	0.30708	0.89323	KRAB	SELE	CAD_loci
rs1581675	4	-0.0224	-0.13559	0.87181	0.9882	0.89214	0.98037	KRAB	SELE	CAD_loci
rs7627003	5	-0.010982	-0.17884	0.9631	0.99761	0.85807	0.97158	KRAB	SELE	CAD_loci
rs10514396	1	0.15773	1.4523	0.43188	0.98357	0.14641	0.85973	KRAB	SELE	CAD_loci
Ess_GECKO_RPL9	3	0.21137	1.1007	0.15374	0.97989	0.27104	0.89323	KRAB	SELE	essential_genes
rs11065991	2	0.11593	0.88293	0.44749	0.98357	0.37727	0.91497	KRAB	SELE	CAD_loci
rs62233992	5	-0.021797	-0.24141	0.88458	0.98837	0.80924	0.96379	KRAB	SELE	CAD_loci
rs59358673	1	-0.14444	-1.0969	0.55582	0.98357	0.27266	0.89323	KRAB	SELE	CAD_loci
prom_ITPR3	5	-0.0382	-0.32458	0.77058	0.98357	0.7455	0.96039	KRAB	SELE	known_genes
rs4243112	5	0.007097	0.068013	0.90634	0.99688	0.94578	0.99669	KRAB	SELE	CAD_loci
rs10841446	2	-0.058768	-0.49951	0.74125	0.98357	0.61742	0.95964	KRAB	SELE	CAD_loci
rs80109502	5	0.13067	1.3842	0.25166	0.98357	0.16631	0.86619	KRAB	SELE	CAD_loci
rs11874	5	0.11577	1.123	0.30085	0.98357	0.26143	0.89225	KRAB	SELE	CAD_loci
rs11149825	3	0.026402	0.32064	0.81315	0.98547	0.74849	0.96039	KRAB	SELE	CAD_loci
rs11191454	5	0.34945	1.8074	0.013718	0.73171	0.070706	0.85334	KRAB	SELE	CAD_loci
rs1364077	5	-0.073037	-0.67283	0.56055	0.98357	0.50105	0.94828	KRAB	SELE	CAD_loci
Pos_GECKO_SOD3	6	-0.16913	-1.7133	0.1088	0.9551	0.086661	0.85334	KRAB	SELE	known_genes
rs9904431	5	0.049441	0.35531	0.62441	0.98357	0.72235	0.96005	KRAB	SELE	CAD_loci
rs17092456	4	-0.14605	-1.528	0.25639	0.98357	0.12652	0.85334	KRAB	SELE	CAD_loci
rs201384010	1	-0.02448	-0.10378	0.95459	0.99761	0.91734	0.9854	KRAB	SELE	CAD_loci
rs62233996	5	-0.15031	-1.5995	0.21476	0.98357	0.10971	0.85334	KRAB	SELE	CAD_loci
rs360158	5	-0.016996	-0.22158	0.91722	0.99743	0.82464	0.9688	KRAB	SELE	CAD_loci
rs1250232	4	-0.066189	-0.56176	0.60312	0.98357	0.57428	0.95077	KRAB	SELE	CAD_loci
rs1837121	2	-0.12515	-0.90833	0.47114	0.98357	0.3637	0.914	KRAB	SELE	CAD_loci
rs34116220	3	0.30656	1.1239	0.050142	0.91379	0.26108	0.89225	KRAB	SELE	CAD_loci
rs7263253	2	0.21259	1.2478	0.2053	0.98357	0.21211	0.87893	KRAB	SELE	CAD_loci
rs9513112	5	0.092858	0.85626	0.40019	0.98357	0.39185	0.91636	KRAB	SELE	CAD_loci
rs10757272	5	-0.083261	-0.4818	0.51277	0.98357	0.62995	0.95964	KRAB	SELE	CAD_loci
rs73437358	5	-0.046937	-0.57166	0.72044	0.98357	0.56755	0.95077	KRAB	SELE	CAD_loci
rs11057407	3	-0.097451	-1.0188	0.50993	0.98357	0.30829	0.89323	KRAB	SELE	CAD_loci
rs73079003	5	-0.016838	-0.11311	0.91769	0.99743	0.90995	0.98291	KRAB	SELE	CAD_loci
rs61409228	3	0.043683	0.32261	0.71712	0.98357	0.74699	0.96039	KRAB	SELE	CAD_loci
rs10883815	5	-0.064091	-0.56528	0.61116	0.98357	0.57188	0.95077	KRAB	SELE	CAD_loci
rs9644637	1	-0.15394	-0.55611	0.52365	0.98357	0.57813	0.95077	KRAB	SELE	CAD_loci
rs7612886	2	-0.13339	-0.89374	0.44465	0.98357	0.37146	0.91497	KRAB	SELE	CAD_loci
rs4888376	5	0.048293	0.55986	0.63056	0.98357	0.57558	0.95077	KRAB	SELE	CAD_loci
rs4353253	5	-0.031708	-0.36235	0.81883	0.98547	0.71709	0.96005	KRAB	SELE	CAD_loci
rs11645329	5	-0.068794	-0.91253	0.58846	0.98357	0.36149	0.914	KRAB	SELE	CAD_loci
rs4644277	1	-0.02629	-0.1221	0.94276	0.99761	0.90282	0.98105	KRAB	SELE	CAD_loci
rs2285224	3	0.017187	0.13471	0.86566	0.98547	0.89284	0.98037	KRAB	SELE	CAD_loci
rs2009493	4	-0.091726	-0.63071	0.47493	0.98357	0.52823	0.95077	KRAB	SELE	CAD_loci
rs9899193	3	-0.19273	-1.6007	0.19678	0.98357	0.10945	0.85334	KRAB	SELE	CAD_loci
prom_SELP	5	-0.10351	-0.62406	0.40161	0.98357	0.53259	0.95077	KRAB	SELE	known_genes
rs56112030	4	0.029868	0.51771	0.78666	0.98357	0.60466	0.95703	KRAB	SELE	CAD_loci
rs6427658	5	0.12443	1.2213	0.27247	0.98357	0.22197	0.88626	KRAB	SELE	CAD_loci
rs16998073	5	-0.1396	-0.92237	0.2526	0.98357	0.35634	0.914	KRAB	SELE	CAD_loci
rs61791509	3	0.023808	0.21501	0.82876	0.98547	0.82976	0.97005	KRAB	SELE	CAD_loci
rs71076693	4	-0.056312	-0.42391	0.66225	0.98357	0.67163	0.96005	KRAB	SELE	CAD_loci
rs1727945	1	-0.19333	-1.014	0.43377	0.98357	0.31056	0.89522	KRAB	SELE	CAD_loci
rs7358616	5	0.038281	0.25968	0.6982	0.98357	0.79511	0.96271	KRAB	SELE	CAD_loci
rs3215741	5	0.16596	1.6592	0.16036	0.97989	0.097084	0.85334	KRAB	SELE	CAD_loci
rs144877450	1	0.0051528	0.022812	0.93094	0.99761	0.9818	0.99867	KRAB	SELE	CAD_loci
rs9898343	3	-0.15518	-0.84328	0.30227	0.98357	0.39907	0.9189	KRAB	SELE	CAD_loci
rs68170813	1	-0.26997	-1.3435	0.28335	0.98357	0.17912	0.86619	KRAB	SELE	CAD_loci
rs2060622	5	0.040623	0.26539	0.67786	0.98357	0.79071	0.96271	KRAB	SELE	CAD_loci
rs117249133	1	0.2446	0.99026	0.25733	0.98357	0.32205	0.89539	KRAB	SELE	CAD_loci
rs1109342	1	0.32033	0.69722	0.16746	0.98138	0.48566	0.94289	KRAB	SELE	CAD_loci
rs10781976	2	-0.044877	-0.68646	0.8141	0.98547	0.49242	0.94441	KRAB	SELE	CAD_loci
rs7185640	3	-0.10387	-0.66403	0.48297	0.98357	0.50667	0.95077	KRAB	SELE	CAD_loci
rs9863	5	-0.089792	-1.0419	0.47351	0.98357	0.29746	0.89323	KRAB	SELE	CAD_loci
rs8057849	3	-0.035189	-0.24912	0.82829	0.98547	0.80327	0.96271	KRAB	SELE	CAD_loci
rs4888388	5	-0.1144	-0.33901	0.35005	0.98357	0.7346	0.96005	KRAB	SELE	CAD_loci
rs4072552	4	-0.21753	-1.2636	0.11069	0.9551	0.20638	0.87893	KRAB	SELE	CAD_loci
rs1913657	2	-0.068255	-0.63023	0.69536	0.98357	0.52854	0.95077	KRAB	SELE	CAD_loci
rs7955815	5	-0.06115	-0.72384	0.62583	0.98357	0.46916	0.94053	KRAB	SELE	CAD_loci
rs62233985	2	-0.036332	-0.31525	0.85194	0.98547	0.75257	0.96039	KRAB	SELE	CAD_loci
rs34174778	5	-0.069542	-0.68172	0.58278	0.98357	0.49542	0.94512	KRAB	SELE	CAD_loci
rs11105375	3	0.18197	1.0248	0.20719	0.98357	0.30544	0.89323	KRAB	SELE	CAD_loci
rs11906148	3	-0.10908	-0.71227	0.46074	0.98357	0.4763	0.94289	KRAB	SELE	CAD_loci
rs7125487	5	-0.14683	-1.1941	0.22611	0.98357	0.23244	0.88626	KRAB	SELE	CAD_loci
rs9912055	4	-0.085348	-0.95496	0.50142	0.98357	0.3396	0.90327	KRAB	SELE	CAD_loci
rs11646852	1	0.047854	0.38142	0.76585	0.98357	0.70289	0.96005	KRAB	SELE	CAD_loci
rs10083696	5	-0.087288	-0.77166	0.4877	0.98357	0.44032	0.93548	KRAB	SELE	CAD_loci
rs10083697	2	0.14116	1.4115	0.36424	0.98357	0.15809	0.86619	KRAB	SELE	CAD_loci
rs7131882	5	-0.10102	-0.87601	0.41391	0.98357	0.38102	0.91497	KRAB	SELE	CAD_loci
rs1078457	5	0.4354	3.2744	0.0033113	0.36842	0.001059	0.20352	KRAB	SELE	CAD_loci
rs7261167	1	-0.035725	-0.18586	0.89972	0.9953	0.85256	0.97158	KRAB	SELE	CAD_loci
rs11191548	5	0.035229	0.30901	0.72138	0.98357	0.75732	0.96039	KRAB	SELE	CAD_loci
rs56125973	1	0.032675	0.21361	0.82025	0.98547	0.83085	0.97005	KRAB	SELE	CAD_loci
rs7341786	5	-0.052838	-0.22066	0.68685	0.98357	0.82536	0.9688	KRAB	SELE	CAD_loci
rs4888380	2	0.056383	0.29658	0.69962	0.98357	0.76679	0.96258	KRAB	SELE	CAD_loci
rs1544935	4	0.014858	0.13124	0.88269	0.98835	0.89559	0.98105	KRAB	SELE	CAD_loci
rs1055073	5	-0.11012	-0.34426	0.36518	0.98357	0.73065	0.96005	KRAB	SELE	CAD_loci
rs72456156	3	0.015083	0.12433	0.87512	0.98825	0.90106	0.98105	KRAB	SELE	CAD_loci
Ess_SAM_RPS26	6	0.7199	2.9369	0	0	0.0033146	0.35035	KRAB	SELE	essential_genes
rs216183	3	-0.053989	-0.47477	0.72233	0.98357	0.63495	0.95964	KRAB	SELE	CAD_loci
rs9914370	2	-0.30398	-1.7767	0.097919	0.9551	0.075613	0.85334	KRAB	SELE	CAD_loci
rs9893573	2	0.081601	0.40929	0.58846	0.98357	0.68233	0.96005	KRAB	SELE	CAD_loci
rs3088214	5	-0.066317	-0.60004	0.59839	0.98357	0.54848	0.95077	KRAB	SELE	CAD_loci
22:24812696	1	0.19268	1.0515	0.34816	0.98357	0.29302	0.89323	KRAB	SELE	CAD_loci
rs9904468	5	0.020173	0.12546	0.81552	0.98547	0.90016	0.98105	KRAB	SELE	CAD_loci
rs79439610	2	-0.21522	-0.96635	0.22091	0.98357	0.33387	0.90143	KRAB	SELE	CAD_loci
Ess_SAM_U2AF1	7	-0.21484	-2.2932	0.038316	0.9	0.021835	0.68894	KRAB	SELE	essential_genes
rs6849302	5	0.23295	1.8163	0.060076	0.95238	0.069322	0.85334	KRAB	SELE	CAD_loci
rs9915373	2	-0.14615	-0.87795	0.40681	0.98357	0.37997	0.91497	KRAB	SELE	CAD_loci
rs1515104	5	-0.088136	-0.7276	0.48155	0.98357	0.46686	0.9399	KRAB	SELE	CAD_loci
rs10573666	1	-0.17941	-1.2811	0.46216	0.98357	0.20015	0.87784	KRAB	SELE	CAD_loci
rs2306363	5	-0.056032	-0.34611	0.66036	0.98357	0.72926	0.96005	KRAB	SELE	CAD_loci
rs1972297	2	0.047048	0.43281	0.74456	0.98357	0.66515	0.96005	KRAB	SELE	CAD_loci
rs1036902	1	-0.40117	-1.5254	0.1315	0.96864	0.12715	0.85334	KRAB	SELE	CAD_loci
rs652054	5	-0.1856	-1.3213	0.12299	0.96014	0.18639	0.87369	KRAB	SELE	CAD_loci
rs4523270	5	-0.014004	-0.093727	0.94182	0.99761	0.92533	0.98945	KRAB	SELE	CAD_loci
rs139504533	2	0.069989	0.66416	0.6386	0.98357	0.50659	0.95077	KRAB	SELE	CAD_loci
rs9897596	1	-0.30246	-1.6731	0.23273	0.98357	0.094298	0.85334	KRAB	SELE	CAD_loci
rs11464468	3	0.18719	0.87321	0.19678	0.98357	0.38255	0.91497	KRAB	SELE	CAD_loci
rs74863780	2	0.050999	0.2331	0.72611	0.98357	0.81568	0.96624	KRAB	SELE	CAD_loci
rs375245	5	0.054647	0.43709	0.5965	0.98357	0.66204	0.96005	KRAB	SELE	CAD_loci
rs56110201	2	0.14763	0.7327	0.34674	0.98357	0.46374	0.9399	KRAB	SELE	CAD_loci
rs1250247	3	0.21397	1.0837	0.14948	0.97989	0.27851	0.89323	KRAB	SELE	CAD_loci
rs35346340	5	-0.10398	-0.97708	0.40019	0.98357	0.32853	0.89662	KRAB	SELE	CAD_loci
rs56062135	5	0.090898	0.74925	0.40776	0.98357	0.4537	0.9379	KRAB	SELE	CAD_loci
rs7859727	5	-0.11	-1.1817	0.3666	0.98357	0.23734	0.88626	KRAB	SELE	CAD_loci
rs12128543	1	-0.051046	-0.39814	0.84957	0.98547	0.69053	0.96005	KRAB	SELE	CAD_loci
rs2820312	5	-0.05998	-0.67931	0.63529	0.98357	0.49694	0.94588	KRAB	SELE	CAD_loci
22:24812694	5	-0.036926	-0.34409	0.7824	0.98357	0.73078	0.96005	KRAB	SELE	CAD_loci
rs1183910	3	0.18903	1.2885	0.19395	0.98357	0.19756	0.87433	KRAB	SELE	CAD_loci
rs2291832	1	-0.02604	-0.021759	0.94418	0.99761	0.98264	0.99867	KRAB	SELE	CAD_loci
rs6733913	2	0.17314	1.5087	0.2843	0.98357	0.13138	0.85691	KRAB	SELE	CAD_loci
rs7182716	4	0.038149	0.46648	0.73179	0.98357	0.64087	0.95964	KRAB	SELE	CAD_loci
10:104749705	1	0.096714	0.23548	0.60407	0.98357	0.81384	0.966	KRAB	SELE	CAD_loci
rs2410619	5	0.037683	0.2139	0.7053	0.98357	0.83063	0.97005	KRAB	SELE	CAD_loci
rs58976791	5	-0.084117	-1.0099	0.50851	0.98357	0.31252	0.89522	KRAB	SELE	CAD_loci
rs55696836	1	-0.19857	-0.76273	0.42763	0.98357	0.44562	0.9379	KRAB	SELE	CAD_loci
rs9897259	2	-0.58692	-2.3547	0.011353	0.73171	0.018537	0.66992	KRAB	SELE	CAD_loci
rs2820323	5	0.13233	0.98336	0.24929	0.98357	0.32543	0.89579	KRAB	SELE	CAD_loci
rs139937261	5	0.077491	0.93091	0.4631	0.98357	0.3519	0.91309	KRAB	SELE	CAD_loci
rs1867250	2	-0.17569	-0.55807	0.31741	0.98357	0.5768	0.95077	KRAB	SELE	CAD_loci
rs34090306	3	0.052255	0.24806	0.67408	0.98357	0.80409	0.96271	KRAB	SELE	CAD_loci
rs1429142	5	-0.085658	-0.98811	0.5	0.98357	0.3231	0.89539	KRAB	SELE	CAD_loci
rs2819348	5	0.13603	0.91958	0.23605	0.98357	0.35779	0.914	KRAB	SELE	CAD_loci
rs9920968	1	0.34261	1.5065	0.14238	0.97989	0.13193	0.85691	KRAB	SELE	CAD_loci
rs17696736	1	0.15118	1.2393	0.44607	0.98357	0.21523	0.87893	KRAB	SELE	CAD_loci
rs12824567	1	0.068048	0.25425	0.70199	0.98357	0.79931	0.96271	KRAB	SELE	CAD_loci
rs56921784	2	-0.1146	-0.71073	0.51798	0.98357	0.47725	0.94289	KRAB	SELE	CAD_loci
rs1250242	4	0.12853	0.57003	0.28098	0.98357	0.56866	0.95077	KRAB	SELE	CAD_loci
rs11149820	3	-0.1333	-1.4562	0.3685	0.98357	0.14533	0.85973	KRAB	SELE	CAD_loci
rs12906125	5	-0.24711	-0.98807	0.049196	0.91379	0.32312	0.89539	KRAB	SELE	CAD_loci
rs11065979	3	-0.24203	-1.3406	0.1211	0.96014	0.18006	0.86619	KRAB	SELE	CAD_loci
rs7403593	2	-0.044991	-0.30662	0.81362	0.98547	0.75913	0.96039	KRAB	SELE	CAD_loci
rs59909520	5	0.040996	0.37596	0.67692	0.98357	0.70695	0.96005	KRAB	SELE	CAD_loci
rs10626437	4	0.0081082	0.052119	0.92999	0.99761	0.95843	0.99867	KRAB	SELE	CAD_loci
rs2178463	2	-0.039201	-0.23405	0.83822	0.98547	0.81495	0.96623	KRAB	SELE	CAD_loci
rs2166529	5	-0.11995	-0.81148	0.33113	0.98357	0.41709	0.92449	KRAB	SELE	CAD_loci
rs66922415	2	0.11654	1.1433	0.44465	0.98357	0.2529	0.89225	KRAB	SELE	CAD_loci
rs34345068	2	-0.067417	-0.47616	0.69962	0.98357	0.63396	0.95964	KRAB	SELE	CAD_loci
rs360136	5	-0.017501	-0.10512	0.91485	0.99742	0.91628	0.98475	KRAB	SELE	CAD_loci
rs12898292	2	-0.056857	-0.41139	0.74929	0.98357	0.68079	0.96005	KRAB	SELE	CAD_loci
rs8121957	3	-0.098974	-0.64217	0.50378	0.98357	0.52077	0.95077	KRAB	SELE	CAD_loci
rs73903019	2	-0.10468	-0.81702	0.55251	0.98357	0.41392	0.92441	KRAB	SELE	CAD_loci
rs10253126	2	0.28415	1.4953	0.11069	0.9551	0.13483	0.85955	KRAB	SELE	CAD_loci
rs1894400	5	0.12101	1.2621	0.28382	0.98357	0.20691	0.87893	KRAB	SELE	CAD_loci
rs12899452	2	-0.25619	-1.4616	0.15516	0.97989	0.14384	0.85973	KRAB	SELE	CAD_loci
prom_ATP2A2	5	0.080355	0.7515	0.45364	0.98357	0.45235	0.9379	KRAB	SELE	known_genes
rs17489373	1	0.056106	0.37942	0.74172	0.98357	0.70438	0.96005	KRAB	SELE	CAD_loci
Ess_GECKO_RPL23	3	0.3062	1.7321	0.050142	0.91379	0.083252	0.85334	KRAB	SELE	essential_genes
rs7178051	5	0.082174	0.88723	0.44465	0.98357	0.37496	0.91497	KRAB	SELE	CAD_loci
rs12920883	2	0.063682	0.37659	0.66509	0.98357	0.70648	0.96005	KRAB	SELE	CAD_loci
rs12448315	5	-0.12015	-0.27857	0.33065	0.98357	0.78057	0.96271	KRAB	SELE	CAD_loci
rs2464196	5	0.079303	0.7326	0.45743	0.98357	0.4638	0.9399	KRAB	SELE	CAD_loci
rs2552520	5	-0.032021	-0.36513	0.81693	0.98547	0.71501	0.96005	KRAB	SELE	CAD_loci
2:85807079	5	-0.052468	-0.5283	0.68874	0.98357	0.59729	0.95703	KRAB	SELE	CAD_loci
rs216198	2	0.0007285	0.0017667	0.9754	0.99761	0.99859	0.99867	KRAB	SELE	CAD_loci
rs11191593	1	0.083393	0.27711	0.65184	0.98357	0.7817	0.96271	KRAB	SELE	CAD_loci
rs62233987	3	0.1342	0.83379	0.32687	0.98357	0.4044	0.92049	KRAB	SELE	CAD_loci
Ess_SAM_RPS13	6	0.10725	0.68282	0.26537	0.98357	0.49472	0.94512	KRAB	SELE	essential_genes
rs11022751	1	-0.17683	-0.80748	0.46452	0.98357	0.41939	0.92449	KRAB	SELE	CAD_loci
rs10832018	5	0.035554	0.34568	0.71902	0.98357	0.72959	0.96005	KRAB	SELE	CAD_loci
rs4930706	1	0.059192	0.26396	0.7351	0.98357	0.79181	0.96271	KRAB	SELE	CAD_loci
rs17740744	3	-0.42292	-2.6224	0.018921	0.81633	0.0087311	0.56324	KRAB	SELE	CAD_loci
rs12150267	1	-0.018044	-0.13225	0.98061	0.99761	0.89479	0.98105	KRAB	SELE	CAD_loci
rs9900379	1	-0.094601	-1.1865	0.70009	0.98357	0.23542	0.88626	KRAB	SELE	CAD_loci
rs35061190	5	0.12163	0.89753	0.28288	0.98357	0.36944	0.91497	KRAB	SELE	CAD_loci
rs10494821	2	-0.042043	-0.34662	0.82545	0.98547	0.72888	0.96005	KRAB	SELE	CAD_loci
rs151337818	3	0.10234	0.70128	0.43614	0.98357	0.48313	0.94289	KRAB	SELE	CAD_loci
rs6673002	4	-0.074516	-0.53465	0.55393	0.98357	0.59289	0.95532	KRAB	SELE	CAD_loci
rs56400038	5	0.052382	0.30397	0.61164	0.98357	0.76115	0.96121	KRAB	SELE	CAD_loci
rs11643410	3	-0.52407	-2.3003	0.0099338	0.67742	0.021431	0.68645	KRAB	SELE	CAD_loci
rs2306556	1	-0.024345	-0.17054	0.95553	0.99761	0.86459	0.9722	KRAB	SELE	CAD_loci
rs1727954	2	-0.049296	-0.13761	0.7895	0.98357	0.89055	0.98032	KRAB	SELE	CAD_loci
rs1727947	1	0.10935	0.57015	0.57285	0.98357	0.56857	0.95077	KRAB	SELE	CAD_loci
Ess_GECKO_RPS14	3	0.33077	2.7528	0.041627	0.91379	0.0059083	0.46259	KRAB	SELE	essential_genes
rs4765148	4	-0.23584	-1.3445	0.08562	0.9551	0.1788	0.86619	KRAB	SELE	CAD_loci
rs4548938	1	-0.30476	-0.95855	0.22753	0.98357	0.33779	0.90276	KRAB	SELE	CAD_loci
rs34114498	2	-0.058267	-0.35884	0.74314	0.98357	0.71971	0.96005	KRAB	SELE	CAD_loci
rs17489282	2	0.063144	0.40305	0.66887	0.98357	0.68691	0.96005	KRAB	SELE	CAD_loci
rs55990776	3	-0.24987	-0.61078	0.11069	0.9551	0.54135	0.95077	KRAB	SELE	CAD_loci
rs216206	5	-0.12359	-1.5402	0.3141	0.98357	0.12351	0.85334	KRAB	SELE	CAD_loci
rs11191575	1	0.43244	1.3794	0.097446	0.9551	0.16777	0.86619	KRAB	SELE	CAD_loci
rs113597080	2	-0.15176	-1.1534	0.38978	0.98357	0.24873	0.89225	KRAB	SELE	CAD_loci
rs11837287	4	-0.16618	-1.1765	0.20482	0.98357	0.23938	0.88626	KRAB	SELE	CAD_loci
rs72749206	5	0.045993	0.49432	0.64664	0.98357	0.62108	0.95964	KRAB	SELE	CAD_loci
rs3740390	1	-0.14187	-0.55811	0.56244	0.98357	0.57677	0.95077	KRAB	SELE	CAD_loci
rs77261456	2	-0.21599	-0.84675	0.21902	0.98357	0.39713	0.9189	KRAB	SELE	CAD_loci
rs12149063	2	0.044559	0.56039	0.7526	0.98357	0.57521	0.95077	KRAB	SELE	CAD_loci
rs11149824	2	0.18923	1.5209	0.25024	0.98357	0.12829	0.85652	KRAB	SELE	CAD_loci
rs2066339	2	0.066572	0.25984	0.65374	0.98357	0.79499	0.96271	KRAB	SELE	CAD_loci
rs10459859	5	0.018656	0.20723	0.82734	0.98547	0.83583	0.97005	KRAB	SELE	CAD_loci
rs7358622	2	0.05201	0.53191	0.72044	0.98357	0.59479	0.95703	KRAB	SELE	CAD_loci
rs6504000	3	0.20761	1.3134	0.15989	0.97989	0.18906	0.87369	KRAB	SELE	CAD_loci
rs1988961	1	-0.034562	-0.23013	0.90492	0.99688	0.81799	0.9667	KRAB	SELE	CAD_loci
rs9890322	1	-0.38774	-1.5324	0.14711	0.97989	0.12544	0.85334	KRAB	SELE	CAD_loci
rs66864335	5	-0.072736	-0.71382	0.56197	0.98357	0.47534	0.94289	KRAB	SELE	CAD_loci
rs216213	1	-0.12472	-0.79046	0.61826	0.98357	0.42926	0.92607	KRAB	SELE	CAD_loci
rs1054479	4	-0.22548	-1.5772	0.10123	0.9551	0.11474	0.85334	KRAB	SELE	CAD_loci
rs1250240	4	-0.003626	-0.02716	1	1	0.97833	0.99867	KRAB	SELE	CAD_loci
rs2972136	1	-0.13915	-0.47528	0.5719	0.98357	0.63459	0.95964	KRAB	SELE	CAD_loci
rs9915606	2	0.19192	0.62724	0.24598	0.98357	0.5305	0.95077	KRAB	SELE	CAD_loci
rs1713810	1	0.063533	0.281	0.71996	0.98357	0.77871	0.96271	KRAB	SELE	CAD_loci
rs2246942	1	0.49804	1.4811	0.075686	0.95238	0.13858	0.85955	KRAB	SELE	CAD_loci
rs7210893	3	0.015634	0.12135	0.87181	0.9882	0.90342	0.98105	KRAB	SELE	CAD_loci
rs2059256	2	-0.15745	-0.8371	0.37086	0.98357	0.40254	0.92049	KRAB	SELE	CAD_loci
rs173396	3	0.10878	0.65438	0.41675	0.98357	0.51286	0.95077	KRAB	SELE	CAD_loci
rs10611244	5	-0.0072667	-0.08204	0.99716	1	0.93461	0.99443	KRAB	SELE	CAD_loci
rs12317176	2	-0.45702	-0.9596	0.027909	0.85897	0.33725	0.90248	KRAB	SELE	CAD_loci
rs6687726	5	0.085149	0.50694	0.42952	0.98357	0.61219	0.95964	KRAB	SELE	CAD_loci
rs2168711	5	-0.079764	-0.57892	0.52886	0.98357	0.56264	0.95077	KRAB	SELE	CAD_loci
rs77420391	2	0.73109	1.8012	0.0056764	0.5	0.071676	0.85334	KRAB	SELE	CAD_loci
rs1992443	1	-0.23714	-0.91384	0.34674	0.98357	0.3608	0.914	KRAB	SELE	CAD_loci
rs216200	2	-0.18264	-2.5129	0.29943	0.98357	0.011974	0.62697	KRAB	SELE	CAD_loci
rs73160504	3	0.25108	0.53523	0.098392	0.9551	0.59249	0.95532	KRAB	SELE	CAD_loci
rs12708926	1	0.2287	1.3503	0.28193	0.98357	0.17692	0.86619	KRAB	SELE	CAD_loci
rs4888411	2	0.024888	0.18183	0.85005	0.98547	0.85571	0.97158	KRAB	SELE	CAD_loci
rs216212	5	-0.066484	-0.57405	0.59745	0.98357	0.56593	0.95077	KRAB	SELE	CAD_loci
rs523288	1	-0.19423	-1.4058	0.4333	0.98357	0.15979	0.86619	KRAB	SELE	CAD_loci
rs8056080	1	0.39902	1.0077	0.11447	0.96014	0.31361	0.89539	KRAB	SELE	CAD_loci
rs74233296	2	-0.16023	-0.81015	0.3614	0.98357	0.41785	0.92449	KRAB	SELE	CAD_loci
rs17678683	2	0.021579	0.1652	0.86802	0.98709	0.86878	0.97288	KRAB	SELE	CAD_loci
Ess_GECKO_RPL32	1	-0.079704	-0.49037	0.74456	0.98357	0.62388	0.95964	KRAB	SELE	essential_genes
rs2979862	1	0.22546	0.98953	0.2895	0.98357	0.3224	0.89539	KRAB	SELE	CAD_loci
rs72664341	5	-0.01501	-0.1653	0.93236	0.99761	0.86871	0.97288	KRAB	SELE	CAD_loci
rs56135049	3	-0.28682	-1.7215	0.070009	0.95238	0.085165	0.85334	KRAB	SELE	CAD_loci
rs35700460	2	0.19028	1.2323	0.24976	0.98357	0.21782	0.88382	KRAB	SELE	CAD_loci
rs7665147	1	0.47878	1.2125	0.082308	0.9551	0.22534	0.88626	KRAB	SELE	CAD_loci
rs6060222	3	-0.14474	-1.2885	0.32734	0.98357	0.19758	0.87433	KRAB	SELE	CAD_loci
rs6681093	5	0.22071	1.135	0.070482	0.95238	0.25636	0.89225	KRAB	SELE	CAD_loci
rs322	1	-0.1262	-1.1858	0.61211	0.98357	0.23571	0.88626	KRAB	SELE	CAD_loci
rs7406247	5	-0.32386	-2.104	0.01561	0.76744	0.035379	0.76881	KRAB	SELE	CAD_loci
rs403553	1	0.67633	1.5341	0.033113	0.86585	0.12501	0.85334	KRAB	SELE	CAD_loci
19:11192876	3	-0.13923	-0.8556	0.34437	0.98357	0.39222	0.91636	KRAB	SELE	CAD_loci
rs10687766	2	0.16014	0.96567	0.31504	0.98357	0.33421	0.90143	KRAB	SELE	CAD_loci
rs35942401	2	0.3302	0.67802	0.081362	0.9551	0.49776	0.94588	KRAB	SELE	CAD_loci
rs10565646	1	-0.081631	-0.45192	0.73746	0.98357	0.65133	0.96005	KRAB	SELE	CAD_loci
rs7188231	1	0.09804	0.42005	0.6017	0.98357	0.67445	0.96005	KRAB	SELE	CAD_loci
rs62233131	1	0.17995	0.951	0.3737	0.98357	0.3416	0.90327	KRAB	SELE	CAD_loci
